item_uuid,Item Label,URI,Citation URI,Project,Arches Project UUID,Latitude (WGS 84),Longitude (WGS 84),Early BCE/CE,Late BCE/CE,Item Category,Item Category (AFS concept),Creator,Weight (grams),Decoration,New Simple Decoration,Other info,As,Au,Ba,Br,Ca,Nd,Rb,Sb,Sc,Sm,Ta,Tb,Th,U,Yb,Zn,Ce,Co,Cr,Cs,Eu,Fe,Hf,K,La,Lu,Na,geo_point
742502a3-be97-4cf8-aeb8-7e346faa96c1,Record 1729,https://opencontext.org/subjects/742502a3-be97-4cf8-aeb8-7e346faa96c1,https://n2t.net/ark:/28722/k2377nv6k,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-1200,-500,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,black slip faceted/scalloped bands|black slip faceted/scalloped bands,modeled/incised,Uninventoried,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
50cf1d23-07b9-4b22-b661-e22898a2d411,Record 1730,https://opencontext.org/subjects/50cf1d23-07b9-4b22-b661-e22898a2d411,https://n2t.net/ark:/28722/k2708cp1t,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-1200,-500,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,black and white bands|black and white bands,banded bichrome - black/white,Uninventoried,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
6278a43a-d2f9-42f2-a620-c120375491ae,Record 1731,https://opencontext.org/subjects/6278a43a-d2f9-42f2-a620-c120375491ae,https://n2t.net/ark:/28722/k2br93g64,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-1200,-500,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,2 shoulder ridges|2 shoulder ridges|ridges 2 shoulder,modeled/incised,Uninventoried,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
ca54b7c5-6f26-43da-aab6-2540df370f50,Record 1732,https://opencontext.org/subjects/ca54b7c5-6f26-43da-aab6-2540df370f50,https://n2t.net/ark:/28722/k2gh9t93z,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-1200,-500,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,red and white lines/bands|red and white lines/bands,banded bichrome - red/white,Uninventoried,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
55533283-1005-4433-9e98-e17730ae4753,Record 1733,https://opencontext.org/subjects/55533283-1005-4433-9e98-e17730ae4753,https://n2t.net/ark:/28722/k2m90j346,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-1200,-500,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,streaky brown|streaky brown,glazed streaky,Uninventoried,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
1d083930-e78d-4ad8-9259-cc6b1c6598fd,Record 1734,https://opencontext.org/subjects/1d083930-e78d-4ad8-9259-cc6b1c6598fd,https://n2t.net/ark:/28722/k2qz2jh6s,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-1200,-500,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,"brown and white lines, streaky base|brown and white lines, streaky base",banded bichrome - brown/white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
60874263-9a4b-44ba-8797-9a627c1541c1,Record 1735,https://opencontext.org/subjects/60874263-9a4b-44ba-8797-9a627c1541c1,https://n2t.net/ark:/28722/k2vq3897g,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-1200,-500,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,red faceted/scalloped|red faceted/scalloped,modeled/incised,Uninventoried,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
bf343e63-199f-471e-972d-c6e9a90d4b29,Record 1736,https://opencontext.org/subjects/bf343e63-199f-471e-972d-c6e9a90d4b29,https://n2t.net/ark:/28722/k20g3zz35,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-1200,-500,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,red and white lines/bands on shoulder|red and white lines/bands on shoulder,modeled/incised,Uninventoried,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
9b205984-a8c3-41d3-ab94-715d025bb2fd,Record 1737,https://opencontext.org/subjects/9b205984-a8c3-41d3-ab94-715d025bb2fd,https://n2t.net/ark:/28722/k2474pr79,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-1200,-500,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,brown and white lines shoulder red base|brown and white lines shoulder red base,modeled/incised,Uninventoried,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
f70fa752-f586-423e-a6d6-db1b0ae38546,Record 1738,https://opencontext.org/subjects/f70fa752-f586-423e-a6d6-db1b0ae38546,https://n2t.net/ark:/28722/k2805dk4h,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-1200,-500,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,brown and white lines shoulder red base|brown and white lines shoulder red base,modeled/incised,Uninventoried,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
49c0f110-728e-4c81-b0b5-87917a315536,Record 1739,https://opencontext.org/subjects/49c0f110-728e-4c81-b0b5-87917a315536,https://n2t.net/ark:/28722/k2cr64c7v,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-1200,-500,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,brown and white lines shoulder black base|brown and white lines shoulder black base,modeled/incised,Uninventoried,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
a3e8d8b6-a7e3-4c83-b380-89488980c557,Record 1740,https://opencontext.org/subjects/a3e8d8b6-a7e3-4c83-b380-89488980c557,https://n2t.net/ark:/28722/k2hd84s9r,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-1200,-500,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,red and white lines on shoulder black base|red and white lines on shoulder black base,modeled/incised,Uninventoried,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
9c65c517-90d4-4152-bd93-c722bfd4b81b,Record 1741,https://opencontext.org/subjects/9c65c517-90d4-4152-bd93-c722bfd4b81b,https://n2t.net/ark:/28722/k2n58vm2n,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-1200,-500,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,black streaky|black streaky,glazed streaky,Uninventoried,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
e2c81492-d387-47cc-aeb5-b8578c6cfb15,Record 1742,https://opencontext.org/subjects/e2c81492-d387-47cc-aeb5-b8578c6cfb15,https://n2t.net/ark:/28722/k2rx9kd31,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-1200,-500,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,red slipped faceted/scalloped bands|red slipped faceted/scalloped bands,modeled/incised,Uninventoried,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
f8d2f5b5-55ca-4e1c-9d97-73cdb2fddd5b,Record 1743,https://opencontext.org/subjects/f8d2f5b5-55ca-4e1c-9d97-73cdb2fddd5b,https://n2t.net/ark:/28722/k2wq0967q,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-1200,-500,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,"red and white lines on shoulder red body, streaky brown base|red and white lines on shoulder red body, streaky brown base",banded polychrome,No Context; Uninventoried,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
210ee427-b06d-4391-b3e3-b6b78c98328b,Record 1744,https://opencontext.org/subjects/210ee427-b06d-4391-b3e3-b6b78c98328b,https://n2t.net/ark:/28722/k21g10v1t,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-1200,-500,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,red and white lines and streaky red|red and white lines and streaky red,banded bichrome - red/white,No Context; Uninventoried,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
5057272f-4f27-408c-8d72-940ee8eb5a06,Record 1745,https://opencontext.org/subjects/5057272f-4f27-408c-8d72-940ee8eb5a06,https://n2t.net/ark:/28722/k2571qn81,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-1200,-500,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,red and white lines|red and white lines,banded bichrome - red/white,No Context; Uninventoried,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
da2da12a-606f-47fb-b13e-52387762ceaf,Record 1746,https://opencontext.org/subjects/da2da12a-606f-47fb-b13e-52387762ceaf,https://n2t.net/ark:/28722/k2902fg38,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-1200,-500,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,"red slipped bands, scalloped|red slipped bands, scalloped",modeled/incised,Uninventoried,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
a96ae602-d68c-4425-bb68-6e18abff9735,Record 1747,https://opencontext.org/subjects/a96ae602-d68c-4425-bb68-6e18abff9735,https://n2t.net/ark:/28722/k2dn4fw4c,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-1200,-500,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,streaky glazed metallic sheen|streaky glazed metallic sheen,glazed streaky,Uninventoried,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
b6a9f600-e5f7-4ec6-b51c-4b904a735959,Record 1748,https://opencontext.org/subjects/b6a9f600-e5f7-4ec6-b51c-4b904a735959,https://n2t.net/ark:/28722/k2jd55p71,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-1200,-500,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,white and black lines streaky base|white and black lines streaky base,banded polychrome,under graves [coordinates not B-grid]; Uninventoried,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
9ea1c031-8d06-457f-8905-4afba9b09a9c,Record 1749,https://opencontext.org/subjects/9ea1c031-8d06-457f-8905-4afba9b09a9c,https://n2t.net/ark:/28722/k2p55wh0x,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-1200,-500,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,red streaky|red streaky,banded bichrome - brown/white,Uninventoried,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
8daeaaff-60ff-410a-bccc-52911c297d88,Record 1750,https://opencontext.org/subjects/8daeaaff-60ff-410a-bccc-52911c297d88,https://n2t.net/ark:/28722/k2sx6m938,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-1200,-500,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,streaky brown lines|streaky brown lines,glazed streaky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
baa0f69e-c9a5-44f3-8b1a-2bcb9e15333e,Record 1751,https://opencontext.org/subjects/baa0f69e-c9a5-44f3-8b1a-2bcb9e15333e,https://n2t.net/ark:/28722/k2xp7b38w,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-1200,-500,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,streaky black lines|streaky black lines,banded buff,Uninventoried,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
0c6c0b64-0ba4-4751-84a1-f41bb6f96f47,Record 1752,https://opencontext.org/subjects/0c6c0b64-0ba4-4751-84a1-f41bb6f96f47,https://n2t.net/ark:/28722/k22f81r6x,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-1200,-500,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,streaky brown and orange lines|streaky brown and orange lines,banded bichrome - brown/orange,Uninventoried,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
3ed2b120-dfe4-445a-9866-2e0b8987c7c1,Record 1753,https://opencontext.org/subjects/3ed2b120-dfe4-445a-9866-2e0b8987c7c1,https://n2t.net/ark:/28722/k2668rk09,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-1200,-500,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,red and white lines|red and white lines,banded bichrome - red/white,Uninventoried,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
05b6d42f-3837-4a3f-8425-fff60702abd0,Record 1754,https://opencontext.org/subjects/05b6d42f-3837-4a3f-8425-fff60702abd0,https://n2t.net/ark:/28722/k29w0s01c,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-1200,-500,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,streaky orange/red|streaky orange/red,glazed streaky,Uninventoried,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
e75bd677-bef6-4e6d-a85e-244a7b0cf063,Record 1755,https://opencontext.org/subjects/e75bd677-bef6-4e6d-a85e-244a7b0cf063,https://n2t.net/ark:/28722/k2fn1gs34,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-1200,-500,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,streaky orange/red lines|streaky orange/red lines,banded buff,Uninventoried,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
c9fd764e-7587-46ea-bbb3-f9c4c422d2b7,Record 1756,https://opencontext.org/subjects/c9fd764e-7587-46ea-bbb3-f9c4c422d2b7,https://n2t.net/ark:/28722/k2kd26k6s,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-1200,-500,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,black and orange streaky|black and orange streaky|black and red? streaky eroded,banded bichrome - red/black,Uninventoried,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
1736f389-0c1f-401c-b409-f2968bc36eb5,Record 1757,https://opencontext.org/subjects/1736f389-0c1f-401c-b409-f2968bc36eb5,https://n2t.net/ark:/28722/k2q52xd05,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-1200,-500,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,black lines? Poorly preserved|black lines? Poorly preserved,banded bichrome - black/white?,Uninventoried,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
d90c6f3a-b9ff-4de9-bc1c-51646e86dcbb,Record 1758,https://opencontext.org/subjects/d90c6f3a-b9ff-4de9-bc1c-51646e86dcbb,https://n2t.net/ark:/28722/k2tx3n65g,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-1200,-200,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,grey self slipped? Burnished?|grey self slipped? Burnished?,slipped,No Context,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
991da1de-5fd1-4a3d-9180-a42b764e826f,Record 1759,https://opencontext.org/subjects/991da1de-5fd1-4a3d-9180-a42b764e826f,https://n2t.net/ark:/28722/k2zp4c116,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-450,-400,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,,NR,"Basket 19, down side of Kline C",,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
c622022e-ed5a-42ac-a2ef-e0252c3f19a3,Record 1760,https://opencontext.org/subjects/c622022e-ed5a-42ac-a2ef-e0252c3f19a3,https://n2t.net/ark:/28722/k23f52n65,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-450,-400,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,,NR,"Basket 27; Not actually G03.002, but material inside G03.002",,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
e26e4afc-f1e1-4cd3-afa3-c3beb5b0b15d,Record 1761,https://opencontext.org/subjects/e26e4afc-f1e1-4cd3-afa3-c3beb5b0b15d,https://n2t.net/ark:/28722/k2737326h,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-450,-400,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,,NR,Material inside P03.303; Basket 19; LAB 2003-112,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
514eccd7-62cd-454c-bd91-735a847b19c3,Record 1762,https://opencontext.org/subjects/514eccd7-62cd-454c-bd91-735a847b19c3,https://n2t.net/ark:/28722/k2bv7sv92,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-450,-400,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,,NR,Uninventoried; check in field which Oinochoe this was,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
a2deeafe-f329-401a-a12f-80727f7bd8b5,Record 1763,https://opencontext.org/subjects/a2deeafe-f329-401a-a12f-80727f7bd8b5,https://n2t.net/ark:/28722/k2gm8hp0c,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-450,-400,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,,undecorated,Uninventoried; Basket 30; LAB 2003-279,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
7bf148a8-5420-4a02-bda4-e587bf9703eb,Record 1764,https://opencontext.org/subjects/7bf148a8-5420-4a02-bda4-e587bf9703eb,https://n2t.net/ark:/28722/k2mc97g50,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-1200,-200,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,undecorated,undecorated,Lot 102 pit,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
7f5fe54c-36c1-40d1-ac00-4d3efcccaead,Record 1765,https://opencontext.org/subjects/7f5fe54c-36c1-40d1-ac00-4d3efcccaead,https://n2t.net/ark:/28722/k2r49z90v,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-1200,-200,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,complex - red/brown on cream,decorated slipped,Area 1 Cl. 2. square Z2 cluster 2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
9496c87c-1575-4b80-bd9a-4a9cdb5f96d7,Record 1766,https://opencontext.org/subjects/9496c87c-1575-4b80-bd9a-4a9cdb5f96d7,https://n2t.net/ark:/28722/k2vx0p37p,Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA,44ee8aed-d3cd-4ec7-b7d3-a9926e03a0d0,38.488314,28.040286,-1200,-200,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Lisa Kealhofer|Peter Grave|Ben Marsh,,brown on white - curvilinear,decorated slipped,93-1 2005.4 2005-5 [this information makes no sense; check in field],,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [28.040286, 38.488314]}"
